緯度,経度,SUM(kWh/kWp)
-1.5,-2.5,1162.575406
-1.5,-1.5,1148.844403
-1.5,-0.5,1139.408631
-1.5,0.5,1133.665772
-1.5,1.5,1120.34559
-1.5,2.5,1102.927582
-1.5,3.5,1092.637393
-1.5,4.5,1077.301704
-1.5,5.5,1058.438719
-1.5,6.5,1035.080556
-1.5,7.5,1012.916238
-1.5,8.5,983.4878295
-1.5,9.5,906.651761
-1.5,10.5,813.1422607
-1.5,11.5,802.6597863
-1.5,12.5,823.203109
-1.5,13.5,878.3332633
-1.5,14.5,887.8708826
-1.5,15.5,934.1685566
-1.5,16.5,947.0790409
-1.5,17.5,923.0530038
-1.5,18.5,919.3527766
-1.5,19.5,911.5392991
-1.5,20.5,912.069687
-1.5,21.5,910.3052003
-1.5,22.5,907.1056669
-1.5,23.5,901.8914461
-1.5,24.5,886.3068435
-1.5,25.5,892.0672841
-1.5,26.5,912.101238
-1.5,27.5,939.9945317
-1.5,28.5,986.5421178
-1.5,29.5,949.4116799
-1.5,30.5,950.76786
-1.5,31.5,962.1895024
-1.5,32.5,989.7086174
-1.5,33.5,1122.649374
-1.5,34.5,1180.444532
-1.5,35.5,1161.154378
-1.5,36.5,1158.243503
-1.5,37.5,1065.932889
-1.5,38.5,1052.599636
-1.5,39.5,1034.757884
-1.5,40.5,1024.368964
-1.5,41.5,1023.086781
-1.5,42.5,1229.793981
-1.5,43.5,1278.665053
-1.5,44.5,1281.16771
-1.5,45.5,1285.505096
-1.5,46.5,1280.320396
-1.5,47.5,1274.87356
-1.5,48.5,1267.763859
-1.5,49.5,1258.749724
-1.5,50.5,1247.04977
-1.5,51.5,1237.794782
-1.5,52.5,1225.235774
-1.5,53.5,1211.563815
-1.5,54.5,1195.003991
-1.5,55.5,1182.708482
-1.5,56.5,1167.332146
-1.5,57.5,1152.522209
-1.5,58.5,1141.904435
-1.5,59.5,1130.587409
-1.5,60.5,1114.124291
-1.5,61.5,1104.768197
-1.5,62.5,1091.050577
-1.5,63.5,1083.921021
-1.5,64.5,1141.614758
-1.5,65.5,1131.746808
-1.5,66.5,1126.925632
-1.5,67.5,1123.093745
-1.5,68.5,1123.041004
-1.5,69.5,1122.292339
-1.5,70.5,1115.50706
-1.5,71.5,1110.171773
-1.5,72.5,1105.208113
-1.5,73.5,1100.974183
-1.5,74.5,1098.43218
-1.5,75.5,1092.061591
-1.5,76.5,1053.135223
-1.5,77.5,1031.780439
-1.5,78.5,1032.244821
-1.5,79.5,1032.622218
-1.5,80.5,1027.835031
-1.5,81.5,1021.936798
-1.5,82.5,1014.917895
-1.5,83.5,1007.957485
-1.5,84.5,1004.084541
-1.5,85.5,998.4128421
-1.5,86.5,994.7900511
-1.5,87.5,989.5487678
-1.5,88.5,984.2215623
-1.5,89.5,979.7041271
-1.5,90.5,970.8161182
-1.5,91.5,964.2523077
-1.5,92.5,958.1590799
-1.5,93.5,952.938078
-1.5,94.5,942.3462661
-1.5,95.5,925.9451478
-1.5,96.5,903.6375387
-1.5,97.5,891.1456535
-1.5,98.5,900.701452
-1.5,99.5,910.7821181
-1.5,100.5,996.9250365
-1.5,101.5,848.8288283
-1.5,102.5,892.418951
-1.5,103.5,876.2934591
-1.5,104.5,851.835644
-1.5,105.5,942.1632213
-1.5,106.5,943.3456243
-1.5,107.5,970.0914364
-1.5,108.5,978.1643754
-1.5,109.5,994.928898
-1.5,110.5,955.2117067
-1.5,111.5,922.074561
-1.5,112.5,915.1494242
-1.5,113.5,922.5294417
-1.5,114.5,921.9051886
-1.5,115.5,903.6852392
-1.5,116.5,870.3107882
-1.5,117.5,920.5724797
-1.5,118.5,990.6960842
-1.5,119.5,1067.444181
-1.5,120.5,953.2532794
-1.5,121.5,973.1886002
-1.5,122.5,886.2039563
-1.5,123.5,976.0105149
-1.5,124.5,1116.277149
-1.5,125.5,1116.301056
-1.5,126.5,1107.828648
-1.5,127.5,1113.201994
-1.5,128.5,1070.968192
-1.5,129.5,1074.300896
-1.5,130.5,1021.456834
-1.5,131.5,977.4983876
-1.5,132.5,976.6976357
-1.5,133.5,959.4410475
-1.5,134.5,889.1967035
-1.5,135.5,961.0393111
-1.5,136.5,985.1937739
-1.5,137.5,993.1691614
-1.5,138.5,941.9629604
-1.5,139.5,971.0301138
-1.5,140.5,965.4241912
-1.5,141.5,958.7161167
-1.5,142.5,964.7183707
-1.5,143.5,972.8680813
-1.5,144.5,990.3049276
-1.5,145.5,1013.59402
-1.5,146.5,1020.774219
-1.5,147.5,1015.142406
-1.5,148.5,1042.845034
-1.5,149.5,1045.619662
-1.5,150.5,1048.497517
-1.5,151.5,1049.741035
-1.5,152.5,1049.382965
-1.5,153.5,1055.214903
-1.5,154.5,1066.210069
-1.5,155.5,1074.256178
-1.5,156.5,1084.838856
-1.5,157.5,1089.807359
-1.5,158.5,1098.024236
-1.5,159.5,1100.994418
-1.5,160.5,1105.9803
-1.5,161.5,1110.596597
-1.5,162.5,1113.136043
-1.5,163.5,1122.164572
-1.5,164.5,1127.961692
-1.5,165.5,1131.908869
-1.5,166.5,1139.366723
-1.5,167.5,1141.897247
-1.5,168.5,1143.283329
-1.5,169.5,1144.406019
-1.5,170.5,1147.912429
-1.5,171.5,1151.873778
-1.5,172.5,1153.914532
-1.5,173.5,1155.8785
-1.5,174.5,1158.616293
-1.5,175.5,1154.227857
-1.5,176.5,1162.246421
-1.5,177.5,1167.229738
-1.5,178.5,1175.68176
-1.5,179.5,1181.9248
-0.5,-179.5,1197.401763
-0.5,-178.5,1201.478774
-0.5,-177.5,1203.407238
-0.5,-176.5,1209.145381
-0.5,-175.5,1214.014219
-0.5,-174.5,1218.470044
-0.5,-173.5,1223.981167
-0.5,-172.5,1229.094074
-0.5,-171.5,1235.834815
-0.5,-170.5,1241.942653
-0.5,-169.5,1247.387088
-0.5,-168.5,1253.663478
-0.5,-167.5,1259.018737
-0.5,-166.5,1262.998783
-0.5,-165.5,1269.614219
-0.5,-164.5,1273.329759
-0.5,-163.5,1278.325575
-0.5,-162.5,1284.328188
-0.5,-161.5,1285.685281
-0.5,-160.5,1285.185306
-0.5,-159.5,1288.54764
-0.5,-158.5,1293.369693
-0.5,-157.5,1298.804158
-0.5,-156.5,1303.264902
-0.5,-155.5,1309.680325
-0.5,-154.5,1309.588607
-0.5,-153.5,1312.718683
-0.5,-152.5,1314.683393
-0.5,-151.5,1314.522245
-0.5,-150.5,1315.880466
-0.5,-149.5,1316.825772
-0.5,-148.5,1315.839219
-0.5,-147.5,1316.791634
-0.5,-146.5,1317.511272
-0.5,-145.5,1317.402864
-0.5,-144.5,1318.108829
-0.5,-143.5,1318.017818
-0.5,-142.5,1315.836842
-0.5,-141.5,1316.456875
-0.5,-140.5,1314.25131
-0.5,-139.5,1314.921826
-0.5,-138.5,1313.359385
-0.5,-137.5,1314.072997
-0.5,-136.5,1312.682167
-0.5,-135.5,1312.981319
-0.5,-134.5,1312.16247
-0.5,-133.5,1310.316643
-0.5,-132.5,1308.930834
-0.5,-131.5,1311.680401
-0.5,-130.5,1311.005355
-0.5,-129.5,1314.347091
-0.5,-128.5,1314.700869
-0.5,-127.5,1313.783487
-0.5,-126.5,1316.434711
-0.5,-125.5,1317.469102
-0.5,-124.5,1317.662117
-0.5,-123.5,1315.8848
-0.5,-122.5,1315.251311
-0.5,-121.5,1316.466929
-0.5,-120.5,1317.527239
-0.5,-119.5,1315.868768
-0.5,-118.5,1314.354554
-0.5,-117.5,1312.993168
-0.5,-116.5,1309.938938
-0.5,-115.5,1308.213765
-0.5,-114.5,1305.341065
-0.5,-113.5,1304.393189
-0.5,-112.5,1300.399533
-0.5,-111.5,1295.959982
-0.5,-110.5,1291.678936
-0.5,-109.5,1286.76213
-0.5,-108.5,1280.548298
-0.5,-107.5,1277.354112
-0.5,-106.5,1273.358209
-0.5,-105.5,1268.665202
-0.5,-104.5,1261.778121
-0.5,-103.5,1259.326796
-0.5,-102.5,1254.97535
-0.5,-101.5,1249.79128
-0.5,-100.5,1247.3292
-0.5,-99.5,1242.390703
-0.5,-98.5,1236.570179
-0.5,-97.5,1231.117539
-0.5,-96.5,1225.22343
-0.5,-95.5,1219.091604
-0.5,-94.5,1216.16746
-0.5,-93.5,1220.428231
-0.5,-92.5,1239.511458
-0.5,-91.5,1257.946648
-0.5,-90.5,1155.00212
-0.5,-89.5,1173.735282
-0.5,-88.5,1145.016838
-0.5,-87.5,1128.842738
-0.5,-86.5,1108.602278
-0.5,-85.5,1081.050792
-0.5,-84.5,1045.429094
-0.5,-83.5,1008.018693
-0.5,-82.5,969.9233784
-0.5,-81.5,942.1244002
-0.5,-80.5,928.4332333
-0.5,-79.5,770.5739296
-0.5,-78.5,834.4699964
-0.5,-77.5,752.6625005
-0.5,-76.5,775.1473638
-0.5,-75.5,817.583929
-0.5,-74.5,837.6808672
-0.5,-73.5,843.506304
-0.5,-72.5,839.3939351
-0.5,-71.5,853.0547764
-0.5,-70.5,845.6102861
-0.5,-69.5,836.560401
-0.5,-68.5,837.0081169
-0.5,-67.5,854.5138203
-0.5,-66.5,876.6710417
-0.5,-65.5,894.3776821
-0.5,-64.5,897.8106837
-0.5,-63.5,904.1116096
-0.5,-62.5,893.1477435
-0.5,-61.5,894.8227124
-0.5,-60.5,897.3832373
-0.5,-59.5,908.3936024
-0.5,-58.5,922.3823952
-0.5,-57.5,943.0905446
-0.5,-56.5,968.9119428
-0.5,-55.5,978.654518
-0.5,-54.5,968.9588328
-0.5,-53.5,959.2602802
-0.5,-52.5,958.561328
-0.5,-51.5,940.9433437
-0.5,-50.5,916.3149847
-0.5,-49.5,898.9604627
-0.5,-48.5,932.2910654
-0.5,-47.5,1010.469111
-0.5,-46.5,1077.821782
-0.5,-45.5,1102.392782
-0.5,-44.5,1127.994516
-0.5,-43.5,1148.974253
-0.5,-42.5,1161.079243
-0.5,-41.5,1163.791292
-0.5,-40.5,1163.6533
-0.5,-39.5,1161.387138
-0.5,-38.5,1161.811395
-0.5,-37.5,1162.082651
-0.5,-36.5,1161.920069
-0.5,-35.5,1160.882428
-0.5,-34.5,1165.984974
-0.5,-33.5,1172.327091
-0.5,-32.5,1180.282931
-0.5,-31.5,1189.783241
-0.5,-30.5,1196.722265
-0.5,-29.5,1203.109537
-0.5,-28.5,1208.986558
-0.5,-27.5,1215.072324
-0.5,-26.5,1219.723989
-0.5,-25.5,1219.238108
-0.5,-24.5,1221.60166
-0.5,-23.5,1231.147121
-0.5,-22.5,1237.183925
-0.5,-21.5,1240.612609
-0.5,-20.5,1245.15365
-0.5,-19.5,1246.760377
-0.5,-18.5,1243.396755
-0.5,-17.5,1241.802611
-0.5,-16.5,1242.399226
-0.5,-15.5,1243.005344
-0.5,-14.5,1244.761861
-0.5,-13.5,1243.69098
-0.5,-12.5,1237.40521
-0.5,-11.5,1224.729769
-0.5,-10.5,1219.269174
-0.5,-9.5,1211.97912
-0.5,-8.5,1205.15526
-0.5,-7.5,1196.460163
-0.5,-6.5,1187.283962
-0.5,-5.5,1171.574461
-0.5,-4.5,1159.169866
-0.5,-3.5,1144.481574
-0.5,-2.5,1130.66415
-0.5,-1.5,1119.016745
-0.5,-0.5,1114.056166
-0.5,0.5,1098.629304
-0.5,1.5,1092.495114
-0.5,2.5,1077.276113
-0.5,3.5,1063.174432
-0.5,4.5,1047.031554
-0.5,5.5,1025.687636
-0.5,6.5,990.7756104
-0.5,7.5,964.4511231
-0.5,8.5,946.4751434
-0.5,9.5,900.041219
-0.5,10.5,831.0573519
-0.5,11.5,820.0877482
-0.5,12.5,866.0937843
-0.5,13.5,854.2664346
-0.5,14.5,877.6665689
-0.5,15.5,921.8295883
-0.5,16.5,926.9942736
-0.5,17.5,918.3244939
-0.5,18.5,915.3193867
-0.5,19.5,914.3432221
-0.5,20.5,918.4063458
-0.5,21.5,918.3445156
-0.5,22.5,910.4891237
-0.5,23.5,906.3961954
-0.5,24.5,897.2922376
-0.5,25.5,899.1144622
-0.5,26.5,909.6268692
-0.5,27.5,923.1658042
-0.5,28.5,966.6681432
-0.5,29.5,946.7977787
-0.5,30.5,991.1770332
-0.5,31.5,965.3459241
-0.5,32.5,989.8713844
-0.5,33.5,1110.047421
-0.5,34.5,1214.592025
-0.5,35.5,1136.028314
-0.5,36.5,1130.451036
-0.5,37.5,1062.357372
-0.5,38.5,1085.471874
-0.5,39.5,1065.076143
-0.5,40.5,1046.054549
-0.5,41.5,1028.705872
-0.5,42.5,1057.234859
-0.5,43.5,1239.22886
-0.5,44.5,1280.016959
-0.5,45.5,1281.309994
-0.5,46.5,1280.678709
-0.5,47.5,1275.76433
-0.5,48.5,1269.462604
-0.5,49.5,1261.965385
-0.5,50.5,1251.370526
-0.5,51.5,1241.313558
-0.5,52.5,1228.882352
-0.5,53.5,1216.365848
-0.5,54.5,1198.942988
-0.5,55.5,1189.410884
-0.5,56.5,1175.291869
-0.5,57.5,1159.965776
-0.5,58.5,1150.270662
-0.5,59.5,1139.456589
-0.5,60.5,1125.005854
-0.5,61.5,1117.925101
-0.5,62.5,1103.279135
-0.5,63.5,1097.617386
-0.5,64.5,1144.486669
-0.5,65.5,1140.545827
-0.5,66.5,1135.688011
-0.5,67.5,1131.390504
-0.5,68.5,1131.798606
-0.5,69.5,1126.604857
-0.5,70.5,1124.202818
-0.5,71.5,1114.912426
-0.5,72.5,1108.696386
-0.5,73.5,1100.50387
-0.5,74.5,1094.431663
-0.5,75.5,1089.733447
-0.5,76.5,1049.874386
-0.5,77.5,1034.780401
-0.5,78.5,1033.630464
-0.5,79.5,1033.529099
-0.5,80.5,1029.086338
-0.5,81.5,1024.376446
-0.5,82.5,1021.798411
-0.5,83.5,1012.80733
-0.5,84.5,1008.630136
-0.5,85.5,1000.426369
-0.5,86.5,996.540539
-0.5,87.5,989.4724054
-0.5,88.5,984.1318266
-0.5,89.5,982.8345148
-0.5,90.5,974.6828814
-0.5,91.5,967.4079107
-0.5,92.5,959.3750317
-0.5,93.5,951.2502382
-0.5,94.5,936.0289526
-0.5,95.5,914.6817031
-0.5,96.5,889.75376
-0.5,97.5,881.6182835
-0.5,98.5,889.1688319
-0.5,99.5,950.6594504
-0.5,100.5,934.5803531
-0.5,101.5,895.5800897
-0.5,102.5,888.9332226
-0.5,103.5,840.3064938
-0.5,104.5,877.1363756
-0.5,105.5,938.3123466
-0.5,106.5,961.9831776
-0.5,107.5,964.9516087
-0.5,108.5,983.8860431
-0.5,109.5,969.5747469
-0.5,110.5,925.0811175
-0.5,111.5,910.1977114
-0.5,112.5,894.818082
-0.5,113.5,886.596825
-0.5,114.5,894.2195832
-0.5,115.5,904.5973405
-0.5,116.5,902.3377616
-0.5,117.5,871.0226816
-0.5,118.5,977.4641116
-0.5,119.5,1035.567538
-0.5,120.5,1026.93918
-0.5,121.5,1087.078398
-0.5,122.5,1108.827369
-0.5,123.5,1092.455548
-0.5,124.5,1120.275609
-0.5,125.5,1109.911261
-0.5,126.5,1116.931244
-0.5,127.5,1120.788143
-0.5,128.5,1097.790235
-0.5,129.5,1087.042661
-0.5,130.5,1085.499836
-0.5,131.5,1057.847298
-0.5,132.5,1022.166817
-0.5,133.5,999.8799903
-0.5,134.5,1024.898237
-0.5,135.5,985.3206507
-0.5,136.5,988.4833974
-0.5,137.5,981.1665341
-0.5,138.5,975.7112199
-0.5,139.5,979.8368932
-0.5,140.5,984.69591
-0.5,141.5,992.3372437
-0.5,142.5,1006.138701
-0.5,143.5,1016.796285
-0.5,144.5,1027.939066
-0.5,145.5,1034.711911
-0.5,146.5,1040.33898
-0.5,147.5,1048.749006
-0.5,148.5,1052.731148
-0.5,149.5,1052.714681
-0.5,150.5,1055.248173
-0.5,151.5,1060.008256
-0.5,152.5,1063.022339
-0.5,153.5,1069.11777
-0.5,154.5,1078.73131
-0.5,155.5,1085.345878
-0.5,156.5,1093.389832
-0.5,157.5,1101.635997
-0.5,158.5,1108.182714
-0.5,159.5,1112.093722
-0.5,160.5,1115.893784
-0.5,161.5,1120.842715
-0.5,162.5,1125.862501
-0.5,163.5,1130.630062
-0.5,164.5,1135.649287
-0.5,165.5,1142.463314
-0.5,166.5,1148.700219
-0.5,167.5,1154.948467
-0.5,168.5,1157.313647
-0.5,169.5,1157.754463
-0.5,170.5,1159.283663
-0.5,171.5,1161.83457
-0.5,172.5,1163.919641
-0.5,173.5,1166.735248
-0.5,174.5,1167.593654
-0.5,175.5,1168.781432
-0.5,176.5,1171.30044
-0.5,177.5,1177.421332
-0.5,178.5,1185.098335
-0.5,179.5,1191.832836
0.5,-179.5,1183.42657
0.5,-178.5,1189.479171
0.5,-177.5,1189.775141
0.5,-176.5,1195.405064
0.5,-175.5,1199.608813
0.5,-174.5,1204.422939
0.5,-173.5,1209.85318
0.5,-172.5,1214.821226
0.5,-171.5,1219.978286
0.5,-170.5,1224.536887
0.5,-169.5,1232.246904
0.5,-168.5,1237.924523
0.5,-167.5,1243.39124
0.5,-166.5,1248.940289
0.5,-165.5,1255.997362
0.5,-164.5,1260.999715
0.5,-163.5,1266.852037
0.5,-162.5,1269.035734
0.5,-161.5,1271.970993
0.5,-160.5,1272.152162
0.5,-159.5,1275.006156
0.5,-158.5,1279.642712
0.5,-157.5,1285.080573
0.5,-156.5,1288.66193
0.5,-155.5,1295.366696
0.5,-154.5,1297.323234
0.5,-153.5,1298.949981
0.5,-152.5,1302.353919
0.5,-151.5,1302.937215
0.5,-150.5,1302.334872
0.5,-149.5,1302.956649
0.5,-148.5,1302.28278
0.5,-147.5,1301.995918
0.5,-146.5,1301.810081
0.5,-145.5,1303.452878
0.5,-144.5,1305.58921
0.5,-143.5,1304.981366
0.5,-142.5,1303.22452
0.5,-141.5,1303.216504
0.5,-140.5,1302.528085
0.5,-139.5,1303.61961
0.5,-138.5,1303.47239
0.5,-137.5,1303.047581
0.5,-136.5,1302.245459
0.5,-135.5,1303.479385
0.5,-134.5,1295.912291
0.5,-133.5,1300.33664
0.5,-132.5,1297.505404
0.5,-131.5,1298.287452
0.5,-130.5,1298.796996
0.5,-129.5,1299.835312
0.5,-128.5,1300.429591
0.5,-127.5,1301.261527
0.5,-126.5,1302.978384
0.5,-125.5,1303.79493
0.5,-124.5,1302.521386
0.5,-123.5,1302.946668
0.5,-122.5,1302.62836
0.5,-121.5,1303.924579
0.5,-120.5,1301.736849
0.5,-119.5,1299.215906
0.5,-118.5,1296.008811
0.5,-117.5,1294.34656
0.5,-116.5,1292.318901
0.5,-115.5,1288.985812
0.5,-114.5,1285.146931
0.5,-113.5,1281.31115
0.5,-112.5,1275.81618
0.5,-111.5,1271.316011
0.5,-110.5,1267.340015
0.5,-109.5,1261.422333
0.5,-108.5,1253.222734
0.5,-107.5,1247.433882
0.5,-106.5,1242.268343
0.5,-105.5,1235.523731
0.5,-104.5,1227.067115
0.5,-103.5,1223.709752
0.5,-102.5,1216.990623
0.5,-101.5,1210.28014
0.5,-100.5,1207.000647
0.5,-99.5,1200.439987
0.5,-98.5,1189.329111
0.5,-97.5,1179.937068
0.5,-96.5,1171.655009
0.5,-95.5,1160.206603
0.5,-94.5,1152.466608
0.5,-93.5,1152.457393
0.5,-92.5,1170.399871
0.5,-91.5,1189.608771
0.5,-90.5,1188.625928
0.5,-89.5,1153.482222
0.5,-88.5,1104.39569
0.5,-87.5,1081.087922
0.5,-86.5,1064.211695
0.5,-85.5,1045.443593
0.5,-84.5,1013.535883
0.5,-83.5,979.7077303
0.5,-82.5,948.1666891
0.5,-81.5,919.9492334
0.5,-80.5,908.6172435
0.5,-79.5,801.8169305
0.5,-78.5,765.5158111
0.5,-77.5,829.238926
0.5,-76.5,720.4509084
0.5,-75.5,818.4851577
0.5,-74.5,841.7771654
0.5,-73.5,847.367073
0.5,-72.5,842.9767154
0.5,-71.5,863.812788
0.5,-70.5,838.8925781
0.5,-69.5,845.3786424
0.5,-68.5,843.4832967
0.5,-67.5,860.9703277
0.5,-66.5,877.7840491
0.5,-65.5,863.1633547
0.5,-64.5,898.0430074
0.5,-63.5,908.0819134
0.5,-62.5,900.9862149
0.5,-61.5,918.7824889
0.5,-60.5,924.5810948
0.5,-59.5,933.9822267
0.5,-58.5,945.0531242
0.5,-57.5,955.1475251
0.5,-56.5,972.7909283
0.5,-55.5,982.0391188
0.5,-54.5,965.4109985
0.5,-53.5,965.2224282
0.5,-52.5,957.2399477
0.5,-51.5,927.3115929
0.5,-50.5,911.8434244
0.5,-49.5,958.9605507
0.5,-48.5,986.6787505
0.5,-47.5,1058.620665
0.5,-46.5,1107.727296
0.5,-45.5,1123.088186
0.5,-44.5,1136.204711
0.5,-43.5,1144.900954
0.5,-42.5,1150.961379
0.5,-41.5,1149.863232
0.5,-40.5,1148.846247
0.5,-39.5,1143.907218
0.5,-38.5,1140.728293
0.5,-37.5,1137.718252
0.5,-36.5,1138.077568
0.5,-35.5,1137.354727
0.5,-34.5,1140.527418
0.5,-33.5,1143.617342
0.5,-32.5,1153.335031
0.5,-31.5,1152.784832
0.5,-30.5,1165.287061
0.5,-29.5,1169.809558
0.5,-28.5,1176.810805
0.5,-27.5,1179.397911
0.5,-26.5,1180.888204
0.5,-25.5,1178.399762
0.5,-24.5,1185.666636
0.5,-23.5,1190.102543
0.5,-22.5,1193.641171
0.5,-21.5,1194.462223
0.5,-20.5,1196.840911
0.5,-19.5,1198.813224
0.5,-18.5,1198.120325
0.5,-17.5,1198.07096
0.5,-16.5,1198.714419
0.5,-15.5,1197.032081
0.5,-14.5,1197.227643
0.5,-13.5,1193.263093
0.5,-12.5,1188.328802
0.5,-11.5,1176.877297
0.5,-10.5,1172.282246
0.5,-9.5,1167.477256
0.5,-8.5,1159.851038
0.5,-7.5,1151.189158
0.5,-6.5,1141.024977
0.5,-5.5,1125.646469
0.5,-4.5,1109.928727
0.5,-3.5,1095.900951
0.5,-2.5,1082.222126
0.5,-1.5,1071.869654
0.5,-0.5,1072.791298
0.5,0.5,1057.454554
0.5,1.5,1060.725089
0.5,2.5,1048.22408
0.5,3.5,1038.272544
0.5,4.5,1021.521808
0.5,5.5,1002.405541
0.5,6.5,988.19418
0.5,7.5,951.2186119
0.5,8.5,910.3493635
0.5,9.5,893.4492092
0.5,10.5,820.0906141
0.5,11.5,827.3098058
0.5,12.5,837.833243
0.5,13.5,837.8418217
0.5,14.5,865.3457701
0.5,15.5,904.8647358
0.5,16.5,925.793838
0.5,17.5,920.6355963
0.5,18.5,920.6334519
0.5,19.5,921.6829257
0.5,20.5,922.6946311
0.5,21.5,925.3645744
0.5,22.5,920.8761232
0.5,23.5,910.4777166
0.5,24.5,914.6922986
0.5,25.5,908.2562123
0.5,26.5,910.4327617
0.5,27.5,934.9841365
0.5,28.5,969.2482294
0.5,29.5,974.7239885
0.5,30.5,962.458779
0.5,31.5,991.9098189
0.5,32.5,1006.617062
0.5,33.5,1057.662873
0.5,34.5,1139.284203
0.5,35.5,1141.061002
0.5,36.5,1201.164251
0.5,37.5,1192.300791
0.5,38.5,1155.487142
0.5,39.5,1108.171898
0.5,40.5,1059.571315
0.5,41.5,1045.528814
0.5,42.5,1041.815681
0.5,43.5,1062.510126
0.5,44.5,1258.445425
0.5,45.5,1276.150871
0.5,46.5,1270.155776
0.5,47.5,1268.492214
0.5,48.5,1262.614425
0.5,49.5,1255.283176
0.5,50.5,1245.980762
0.5,51.5,1236.157284
0.5,52.5,1223.975726
0.5,53.5,1210.021713
0.5,54.5,1195.013298
0.5,55.5,1185.044172
0.5,56.5,1172.741955
0.5,57.5,1158.00313
0.5,58.5,1151.089193
0.5,59.5,1139.372272
0.5,60.5,1128.379444
0.5,61.5,1120.976704
0.5,62.5,1104.854177
0.5,63.5,1098.288002
0.5,64.5,1148.960692
0.5,65.5,1143.709154
0.5,66.5,1135.891755
0.5,67.5,1133.533119
0.5,68.5,1130.776009
0.5,69.5,1127.850479
0.5,70.5,1122.575618
0.5,71.5,1113.042633
0.5,72.5,1104.436431
0.5,73.5,1095.166468
0.5,74.5,1090.485789
0.5,75.5,1085.568737
0.5,76.5,1045.25323
0.5,77.5,1028.687216
0.5,78.5,1027.707366
0.5,79.5,1026.86287
0.5,80.5,1025.611966
0.5,81.5,1019.434164
0.5,82.5,1016.129281
0.5,83.5,1007.503792
0.5,84.5,1004.641095
0.5,85.5,997.6052586
0.5,86.5,992.7375082
0.5,87.5,987.3418635
0.5,88.5,981.2408445
0.5,89.5,977.0458858
0.5,90.5,970.3044717
0.5,91.5,960.8839487
0.5,92.5,952.9652398
0.5,93.5,940.5740833
0.5,94.5,923.2931765
0.5,95.5,901.5076975
0.5,96.5,881.6609216
0.5,97.5,891.915981
0.5,98.5,935.1053179
0.5,99.5,951.140133
0.5,100.5,873.2097213
0.5,101.5,912.821703
0.5,102.5,874.33867
0.5,103.5,843.0186731
0.5,104.5,885.9017171
0.5,105.5,955.4876188
0.5,106.5,974.5841044
0.5,107.5,968.6957169
0.5,108.5,986.2758496
0.5,109.5,915.8723059
0.5,110.5,905.3844816
0.5,111.5,904.8682341
0.5,112.5,906.7972298
0.5,113.5,913.6622578
0.5,114.5,909.5508465
0.5,115.5,911.0313265
0.5,116.5,925.7969864
0.5,117.5,903.6782424
0.5,118.5,957.8347618
0.5,119.5,1036.724694
0.5,120.5,967.4912586
0.5,121.5,926.3218237
0.5,122.5,972.2122771
0.5,123.5,974.1474691
0.5,124.5,970.6095963
0.5,125.5,1094.668818
0.5,126.5,1127.842531
0.5,127.5,1129.723743
0.5,128.5,952.4209922
0.5,129.5,1073.199768
0.5,130.5,1072.216779
0.5,131.5,1060.862746
0.5,132.5,1052.599321
0.5,133.5,1047.902189
0.5,134.5,1037.626851
0.5,135.5,1025.370954
0.5,136.5,1021.221387
0.5,137.5,1017.244569
0.5,138.5,1016.052486
0.5,139.5,1018.663878
0.5,140.5,1023.665391
0.5,141.5,1024.96851
0.5,142.5,1035.055057
0.5,143.5,1041.750192
0.5,144.5,1046.2058
0.5,145.5,1047.697753
0.5,146.5,1049.758793
0.5,147.5,1054.16682
0.5,148.5,1054.606061
0.5,149.5,1056.456728
0.5,150.5,1058.266627
0.5,151.5,1061.729293
0.5,152.5,1064.169616
0.5,153.5,1068.853561
0.5,154.5,1080.457591
0.5,155.5,1084.686399
0.5,156.5,1091.702239
0.5,157.5,1095.841207
0.5,158.5,1101.165516
0.5,159.5,1107.385546
0.5,160.5,1111.363964
0.5,161.5,1116.563227
0.5,162.5,1120.768087
0.5,163.5,1124.340717
0.5,164.5,1129.976628
0.5,165.5,1138.031025
0.5,166.5,1142.662536
0.5,167.5,1149.46901
0.5,168.5,1152.472186
0.5,169.5,1153.164475
0.5,170.5,1153.203145
0.5,171.5,1156.034601
0.5,172.5,1156.349968
0.5,173.5,1154.150613
0.5,174.5,1152.861745
0.5,175.5,1160.105458
0.5,176.5,1162.413358
0.5,177.5,1166.802782
0.5,178.5,1172.82653
0.5,179.5,1179.592559
1.5,-179.5,1156.432867
1.5,-178.5,1160.468708
1.5,-177.5,1163.274301
1.5,-176.5,1168.267939
1.5,-175.5,1172.587774
1.5,-174.5,1176.24571
1.5,-173.5,1177.08158
1.5,-172.5,1185.919135
1.5,-171.5,1192.888087
1.5,-170.5,1202.652082
1.5,-169.5,1204.004855
1.5,-168.5,1210.410889
1.5,-167.5,1218.262912
1.5,-166.5,1222.382448
1.5,-165.5,1227.806357
1.5,-164.5,1232.117433
1.5,-163.5,1237.432274
1.5,-162.5,1241.194863
1.5,-161.5,1244.590566
1.5,-160.5,1246.214299
1.5,-159.5,1249.229053
1.5,-158.5,1256.070355
1.5,-157.5,1257.997189
1.5,-156.5,1253.989742
1.5,-155.5,1267.11944
1.5,-154.5,1268.677857
1.5,-153.5,1272.489427
1.5,-152.5,1275.218556
1.5,-151.5,1276.210946
1.5,-150.5,1275.411712
1.5,-149.5,1276.027824
